,Body,Label
      http://planetmarc.grapesoda.com/
    Alison's Blog
      http://www.nosila.org/
    InfoSecBlog
      http://www.infosecblog.com/
    Reflecting
      http://www.etherealreflections.com/blog
    Craziness.us
      http://www.craziness.us/
    ronincyberpunk
      http://www.ronincyberpunk.com/index.shtml
    Steve's No Direction Home Page
      http://radio.weblogs.com/0100191/
    desensitized - believe in you, believe in me
      http://desensitized.dreameternal.com/index.php
    Pillow Blog
      http://pillows.starshine.net/ 4:04am
    Politics
      http://howardsmusings.com/categories/politics/
    To infinity and beyond
      http://www.Buzzman25.com/
    Howard's Musings
      http://howardsmusings.com/
    Webcrumbs
      http://radio.weblogs.com/0101197/
    and then...and then...and then
      http://andthen.editthispage.com/
    23AE
      http://23ae.com/index.php
    penguinspeak
      http://www.pinguino.org/mt
    the view from here
      http://www.waterlilies.org/photolog/
    Ken's Place
      http://radio.weblogs.com/0102800/
    wireless and broadband
      http://radio.weblogs.com/0107677/categories/wirelessAndBroadband/
    Brent Parker
      http://woodlands-doc.ymsp.org/brent/
    American Invisible, Inc.
      http://radio.weblogs.com/0108028/
    Marty's Family Weblog
      http://www.martydee.com/MT/
    RANTISSIMO - Offending People since 1969
      http://radio.weblogs.com/0105907/
    snowy
      http://snowy.oasismag.com/
    CUBICLE DWELLER (.ca) :: snacks, robots, penguins
      http://www.cubicledweller.ca/
    Frankly, I'd Rather Not
      http://www.steidler.net/
    managingchaos
      http://xilerui.blogspot.com/
    sportsnbeer
      http://sportsnbeer.weblogger.com/
    :Watercolored words
      http://www.paisleycat.com/
    The Voices in my Head
      http://www.hall-of-mirrors.com/voices
    .never.been.kissed.
      http://charliez1004.blogspot.com/
    Blogging Network > Oyo Answers All Your Questions About What Men Want
      http://www.bloggingnetwork.com/Blogs/Blog.aspx/Oyowhatmenwant/
    Earl Bockenfeld's Radio Weblog
      http://radio.weblogs.com/0107064/
    The Adventures of Mr. Smarty Pants
      http://mistersmartypants.blogspot.com/
    STIS
      http://www.sothenisaid.com/
    Americans for a Third Way in the Middle East
      http://thirdway.blogspot.com/
    birdherder.com
      http://birdherder.com/
    centricle
      http://centricle.com/
    yummy and delicious
      http://radio.aiesec.ws/users/0000020/categories/yummyAndDelicious/
    Hong
      http://munki.co.kr/hong/
    babygrass :: window to my soul
      http://www.sfu.ca/~nliu/
    floating wreckage:jettisoned cargo
      http://kwsnet.com/
    Froggie's This and That
      http://www.latertater.com/froggie
    maddog
      http://www.diaries.com/maddog/
    Would It Sound Better If I Were A Man?
      http://tartini.blogspot.com/
    NOSI - Naval Open Source Intelligence
      http://nosi.editthispage.com/
    Gringo Starr: The Spider Behind My Toilet (deceased)
      http://www.sauna.org/spider
    Naked Thoughts
      http://nakedthoughts.blogspot.com/
    Bennett Smith's Radio Weblog
      http://radio.weblogs.com/0113685/
    dreaming in denmark
      http://msophelia.pitas.com/
    Generations and Turnings
      http://www.lifecourse.com/generations
    wau!
      http://dubz.illektro.com/
    Seï¿½n Mac Cann's Radio Weblaw
      http://radio.weblogs.com/0112789/
    Red Wet Heart v2.0
      http://www.idengine.com/red/
    ckelly.net
      http://www.ckelly.net/
    Mistress of the Light
      http://www.gaytvnetwork.com/mlight/blogger.html
    G-Blog.net :: tHatgrLkarLa
      http://G-Blog.net/user/tHatgrLkarLa
    Chelsea and the Fat Cop
      http://www.lennyandlou.com/wax/
    You Live Your Life As If It's Real
      http://youliveyourlifeasifitsreal.blogspot.com/
    Concatenum.com // for export
      http://www.concatenum.com/export
    sector404.org
      http://www.sector404.org/
    hi!
      http://rob.quimp.com/
    surrounded by reality
      http://radio.weblogs.com/0108992/
    Road Postcards
      http://blogs.salon.com/0001332/
    To Talk of Many Things
      http://www.vkimball.com/weblog/
    Our Big Gay Wedding
      http://www.barnesplace.com/big-gay-wedding/
    Delightz
      http://www.delightz.net/
    Peter Stone's Radio Weblog
      http://blogs.salon.com/0001593/
    maybe tomorrow
      http://maybe.iotoeuropa.org/
    spui
      http://spui.weblogger.com/
    Veryspoiledgirl.net
      http://www.veryspoiledgirl.net/
    Picture it
      http://www.laze.net/pictureit/
    ChaordicEdge
      http://www.chaordicedge.org/
    words i breathe
      http://nocturne.wintergale.org/
    Blogging with Mr. Wright
      http://www.whatintarnation.net/blog/
    The Thursday Thumb-Twiddler
      http://www.hill-kleerup.org/blog/thursday/
    Blogging Network > Oyo is the Horseman
      http://www.bloggingnetwork.com/Blogs/Blog.aspx/oyo/
    Proliferations at Tank Green dot Com
      http://proliferations.tankgreen.com/
    Proliferations at Tank Green dot Com
      http://proliferations.tankgreen.com/index.php
    in service to the selfish meme
      http://www.globurban.com/blog.htm
    Talk.org
      http://talk.org/
    PDAs
      http://www.theshiftedlibrarian.com/categories/pdas/
    xfrosch.blog.serious
      http://radio.weblogs.com/0110837/
    a mad tea-party
      http://www.whostolethetarts.com/
    CoteCode
      http://www.coteindustries.com/code/
    It's all downhill from here
      http://www.negative-g.net/Paul/Blog/Blogger.html
    narcisista, eu? hahahahaha
      http://tripjoe.blogspot.com/
    Webmink
      http://www.webmink.net/
    Pepperkat's Playground
      http://solonor.com/pepperkat/
    J E's blog
      http://radio.weblogs.com/0112006/
    Interests
      http://patrickweb.com/weblog/categories/myInterests/
    Public Policy
      http://patrickweb.com/weblog/categories/publicPolicy/
    RAH
      http://flutterfly.ink-spill.net/
    Fitness Challenge 2003
      http://william.beem.us/weblogs/fc2003/
    Bogus Operation
      http://www.bogusoperation.com/
    Bruce Loebrich
      http://radio.weblogs.com/0104308/categories/bruceLoebrich/
    The Unacknowledged Legislator
      http://blogs.salon.com/0001567/categories/theUnacknowledgedLegislator/
    suebailey.net
      http://www.suebailey.net/index.php
    Storypoems from the Lower East Side
      http://storypoems.blogspot.com/
    Amanda R
      http://woodlands-doc.ymsp.org/amanda-r
    Funky Monkey
      http://whitegirl.blogspot.com/
    McFatty's Great Mullets of History
      http://thefatties.com/mullets/
    Jeremiah's Weblog
      http://www.kingprimate.com/weblog/index.php
    WORDS
      http://www.russianlegs.com/
    Webmink : the blog
      http://www.webmink.net/minkblog.htm
    test's Radio Weblog
      http://radio.weblogs.com/0114162/
    mikeintosh.com
      http://www.mikeintosh.com/
    commentary by miss feva
      http://www.nevafeva.com/
    coyotecreeksoftware
      http://coyotecreeksoftware.ManilaSites.Com/
    disSims
      http://www.disillusion.net/sims/
    erik robson's blahg
      http://publicfiction.org/erik/blahg/
    Bookerdogs make perfect swords
      http://www.bookerdog.com/
    CakerX!
      http://www.lemondust.net/cakerx/ 3:03am
    Rapturephobia
      http://66.221.71.120/rp.php3
    Living In The Gap
      http://www.tensdomain.com/blogger.php
    UXblog?
      http://challishodge.com/index.html
    Paracelsus Rambles
      http://www.starchamber.com/paracelsus/weblog/index.html
    Blogger
      http://pcs-sc.com:8000/blog/
    Skainesblog
      http://www.skaines.com/fun/index.htm
    binarytoybox
      http://www.binarytoybox.com/
    Non-daily Gibberish
      http://www.nondailygibberish.com/
    marswire
      http://www.marswire.com/
    Rat-Bag
      http://rat-bag.net/blog/
    Silicon Milk
      http://www.siliconmilk.com/
    Coteblog@BMC
      http://www.coteindustries.com/bmc/
    H.R. eSources
      http://www.ismckenzie.com/categories/hREsources/
    Confessions of a single mom
      http://liltoad.blogspot.com/
    randyrathbun.org
      http://randyrathbun.org/index.php
    Something Else
      http://se.blogfodder.net/
    SpiritualActivist.org
      http://spiritualactivist.org/
    Defenestration Corner
      http://dss.editthispage.com/
-- 
http://blo.gs/
",0
2122,"--- In forteana@y..., ""Martin Adamson""  wrote:
> For an alternative, and rather more factually based, rundown on 
Hamza's 
> career, including his belief that all non Muslims in Yemen should 
be murdered 
> outright:
> 
> http://memri.org/bin/articles.cgi?Page=archives&Area=ia&ID=IA7201And we know how unbiased MEMRI is, don't we....http://www.guardian.co.uk/elsewhere/journalist/story/0,7792,773258,00.
htmlRob
------------------------ Yahoo! Groups Sponsor ---------------------~-->
4 DVDs Free +s&p Join Now
http://us.click.yahoo.com/pt6YBB/NXiEAA/MVfIAA/7gSolB/TM
---------------------------------------------------------------------~->To unsubscribe from this group, send an email to:
forteana-unsubscribe@egroups.com Your use of Yahoo! Groups is subject to http://docs.yahoo.com/info/terms/ ",0
188,"A:link {TEX-DECORATION: none}A:active {TEXT-DECORATION: none}A:visited {TEXT-DECORATION: none}A:hover {COLOR: #0033ff; TEXT-DECORATION: underline}
OTCÂ Newsletter
Discover Tomorrow's WinnersÂ For Immediate ReleaseCal-Bay (Stock Symbol: CBYI)
Watch for analyst ""Strong Buy Recommendations"" and several advisory newsletters picking CBYI.  CBYI has filed to be traded on the OTCBB, share prices historically INCREASE when companies get listed on this larger trading exchange. CBYI is trading around 25 cents and should skyrocket to $2.66 - $3.25 a share in the near future.
Put CBYI on your watch list, acquire a position TODAY.REASONS TO INVEST IN CBYIA profitable company and is on track to beat ALL earnings estimates!One of the FASTEST growing distributors in environmental & safety equipment instruments.Excellent management team, several EXCLUSIVE contracts.  IMPRESSIVE client list including the U.S. Air Force, Anheuser-Busch, Chevron Refining and Mitsubishi Heavy Industries, GE-Energy & Environmental Research.RAPIDLY GROWING INDUSTRY
Industry revenues exceed $900 million, estimates indicate that there could be as much as $25 billion from ""smell technology"" by the end of 2003.!!!!!CONGRATULATIONS!!!!!Our last recommendation to buy ORBT at $1.29 rallied and is holding steady at $3.50! Congratulations to all our subscribers that took advantage of this recommendation.ALL removes HONORED. Please allow 7 days to be removed and send ALL addresses to:GoneForGood@btamail.net.cn
Â Certain statements contained in this news release may be forward-looking statements within the meaning of The Private Securities Litigation Reform Act of 1995. These statements may be identified by such terms as ""expect"", ""believe"", ""may"", ""will"", and ""intend"" or similar terms. We are NOT a registered investment advisor or a broker dealer. This is NOT an offer to buy or sell securities. No recommendation that the securities of the companies profiled should be purchased, sold or held by individuals or entities that learn of the profiled companies. We were paid $27,000 in cash by a third party to publish this report. Investing in companies profiled is high-risk and use of this information is for reading purposes only. If anyone decides to act as an investor, then it will be that investor's sole risk. Investors are advised NOT to invest without the proper advisement from an attorney or a registered financial broker. Do not rely solely on the information presented, do additional independent research to form your own opinion and decision regarding investing in the profiled companies. Be advised that the purchase of such high-risk securities may result in the loss of your entire investment.  Not intended for recipients or residents of CA,CO,CT,DE,ID, IL,IA,LA,MO,NV,NC,OK,OH,PA,RI,TN,VA,WA,WV,WI. Void where prohibited.  The owners of this publication may already own free trading shares in CBYI and may immediately sell all or a portion of these shares into the open market at or about the time this report is published.  Factual statements are made as of the date stated and are subject to change without notice.
Copyright c 2001
â‰¡OTC
â‰¡***",1
3553,"[Barry A. Warsaw, gives answers and asks questions]Here's the code that produced the header tokens:    x2n = {}
    for x in msg.keys():
        x2n[x] = x2n.get(x, 0) + 1
    for x in x2n.items():
        yield ""header:%s:%d"" % x
Some responses:>  0.01    19  3559 'header:X-Mailman-Version:1'
>  0.01    19  3559 'header:List-Id:1'
>  0.01    19  3557 'header:X-BeenThere:1'
>
> These three are definitely MM artifacts, although the second one
> /could/ be inserted by other list management software (it's described
> in an RFC).Since all the ham came from Mailman, and only 19 spam had it, it's quite
safe to assume then that I should ignore these for now.>  0.01     0  3093 'header:Newsgroups:1'
>  0.01     0  3054 'header:Xref:1'
>  0.01     0  3053 'header:Path:1'
>
> These aren't MM artifacts, but are byproducts of gating a message off
> of an nntp feed.  Some of the other NNTP-* headers are similar, but I
> won't point them out below.I should ignore these too then.>  0.01    19  2668 'header:List-Unsubscribe:1'
>  0.01    19  2668 'header:List-Subscribe:1'
>  0.01    19  2668 'header:List-Post:1'
>  0.01    19  2668 'header:List-Help:1'
>  0.01    19  2668 'header:List-Archive:1'
>
> RFC recommended generic listserve headers that MM injects.Ditto.> So why do you get two entries for this one?
>
>  0.99   519     0 'header:Received:8'
>  0.99   466     1 'header:Received:7'Read the code .  The first line counts msgs that had 8 instances of a
'Received' header, and the second counts msgs that had 7 instances.  I
expect this is a good clue!  The more indirect the mail path, the more of
those thingies we'll see, and if you're posting from a spam trailer park in
Tasmania you may well need to travel thru more machines.> ...
> Note that header names are case insensitive, so this one's no
